chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_017941.2,WP_004059477.1,HFX_RS13080,HFX_2084,804,2583281,2584084,-,protein_coding,alpha/beta hydrolase
NC_017941.2,WP_004059478.1,HFX_RS13075,HFX_2085,978,2581592,2582569,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059479.1,HFX_RS13070,HFX_2086,2199,2578754,2580952,-,protein_coding,hypothetical protein
NC_017941.2,WP_004041873.1,HFX_RS13065,HFX_2087,195,2578424,2578618,+,protein_coding,cold-shock protein
NC_017941.2,WP_014732423.1,HFX_RS13060,HFX_2088,1158,2576911,2578068,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059481.1,HFX_RS13055,HFX_2089,618,2576061,2576678,-,protein_coding,class I SAM-dependent methyltransferase
NC_017941.2,WP_004059485.1,HFX_RS13045,HFX_2090,732,2574259,2574990,-,protein_coding,hypothetical protein
NC_017941.2,WP_014732424.1,HFX_RS13040,HFX_2091,549,2573639,2574187,-,protein_coding,NUDIX hydrolase
NC_017941.2,WP_004059500.1,HFX_RS13035,HFX_2092,774,2572781,2573554,-,protein_coding,CPBP family intramembrane metalloprotease
NC_017941.2,WP_004059501.1,HFX_RS13030,HFX_2093,1809,2570862,2572670,-,protein_coding,potassium transporter TrkA
NC_017941.2,WP_004059503.1,HFX_RS13025,HFX_2094,486,2570369,2570854,+,protein_coding,cupin domain-containing protein
NC_017941.2,WP_004059505.1,HFX_RS13020,HFX_2095,1542,2568695,2570236,+,protein_coding,methyl-accepting chemotaxis protein
NC_017941.2,WP_014732425.1,HFX_RS13015,HFX_2096,273,2568416,2568688,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059507.1,HFX_RS13010,HFX_2097,1551,2566651,2568201,-,protein_coding,tRNA guanosine(15) transglycosylase TgtA
NC_017941.2,WP_004059508.1,HFX_RS13005,HFX_2098,276,2566268,2566543,-,protein_coding,ArsR family transcriptional regulator
NC_017941.2,WP_004059509.1,HFX_RS13000,HFX_2099,306,2565907,2566212,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059510.1,HFX_RS12995,HFX_2100,864,2565011,2565874,+,protein_coding,serine acetyltransferase
NC_017941.2,WP_004059511.1,HFX_RS12990,HFX_2101,2016,2562756,2564771,-,protein_coding,PGF-CTERM sorting domain-containing protein
NC_017941.2,WP_004059512.1,HFX_RS12985,HFX_2102,462,2562189,2562650,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059513.1,HFX_RS12980,HFX_2103,1290,2560826,2562115,+,protein_coding,outer membrane biogenesis protein BamB
NC_017941.2,WP_004059514.1,HFX_RS12975,HFX_2104,1758,2558977,2560734,-,protein_coding,tRNA-ribosyltransferase
NC_017941.2,WP_014732428.1,HFX_RS12970,HFX_2105,270,2558473,2558742,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059516.1,HFX_RS12965,HFX_2106,315,2558006,2558320,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059517.1,HFX_RS12960,HFX_2107,393,2557391,2557783,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059518.1,HFX_RS12955,HFX_2108,300,2556687,2556986,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059519.1,HFX_RS12950,HFX_2109,792,2555598,2556389,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059520.1,HFX_RS12940,HFX_2111,393,2554691,2555083,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059521.1,HFX_RS12935,HFX_2112,1167,2553116,2554282,+,protein_coding,cell division protein
NC_017941.2,WP_014732431.1,HFX_RS19195,HFX_2113,204,2552770,2552973,-,protein_coding,hypothetical protein
NC_017941.2,WP_049963743.1,HFX_RS12930,HFX_2114,1122,2551558,2552679,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059523.1,HFX_RS12925,HFX_2115,717,2550367,2551083,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059525.1,HFX_RS12915,HFX_2117,894,2548635,2549528,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059526.1,HFX_RS12910,HFX_2118,1389,2547191,2548579,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059527.1,HFX_RS12905,HFX_2119,357,2546764,2547120,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059528.1,HFX_RS12900,HFX_2120,273,2546430,2546702,+,protein_coding,photosystem reaction center subunit H
NC_017941.2,WP_004059529.1,HFX_RS12895,HFX_2121,240,2545410,2545649,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059530.1,HFX_RS12890,HFX_2122,822,2544525,2545346,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059531.1,HFX_RS12885,HFX_2123,3258,2541251,2544508,+,protein_coding,metallophosphatase
NC_017941.2,WP_004059532.1,HFX_RS12880,HFX_2124,1320,2539304,2540623,-,protein_coding,phosphoglucosamine mutase
NC_017941.2,WP_004059533.1,HFX_RS12875,HFX_2125,870,2538416,2539285,+,protein_coding,NAD(P)-dependent oxidoreductase
NC_017941.2,WP_004059534.1,HFX_RS12870,HFX_2126,546,2537770,2538315,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059535.1,HFX_RS12865,HFX_2127,594,2537065,2537658,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059536.1,HFX_RS12860,HFX_2129,1365,2535625,2536989,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059537.1,HFX_RS12855,HFX_2130,1203,2534065,2535267,+,protein_coding,glucose-1-phosphate thymidylyltransferase
NC_017941.2,WP_049917480.1,HFX_RS12850,HFX_2131,1761,2532175,2533935,+,protein_coding,serine protease
NC_017941.2,WP_004059539.1,HFX_RS12845,HFX_2132,744,2531323,2532066,+,protein_coding,PGF-CTERM sorting domain-containing protein
NC_017941.2,WP_004059540.1,HFX_RS12840,HFX_2133,4002,2527292,2531293,+,protein_coding,cell surface glycoprotein
NC_017941.2,WP_049917481.1,HFX_RS12830,HFX_2135,2355,2524002,2526356,-,protein_coding,PGF-pre-PGF domain-containing protein
NC_017941.2,WP_004059545.1,HFX_RS12825,HFX_2137,1347,2522483,2523829,+,protein_coding,nucleotide pyrophosphatase
NC_017941.2,WP_014732442.1,HFX_RS12820,HFX_2138,279,2521965,2522243,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059547.1,HFX_RS12815,HFX_2139,924,2520918,2521841,-,protein_coding,nucleoside-diphosphate sugar epimerase
NC_017941.2,WP_004059549.1,HFX_RS12805,HFX_2140,1203,2518555,2519757,+,protein_coding,cell division control protein Cdc6
NC_017941.2,WP_004059550.1,HFX_RS12800,HFX_2141,519,2517389,2517907,+,protein_coding,metal-dependent hydrolase
NC_017941.2,WP_004059551.1,HFX_RS12795,HFX_2142,429,2516968,2517396,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059552.1,HFX_RS12790,HFX_2143,1800,2514986,2516785,+,protein_coding,glutamine--fructose-6-phosphate transaminase (isomerizing)
NC_017941.2,WP_004059553.1,HFX_RS12785,HFX_2144,1164,2513650,2514813,+,protein_coding,glucose-1-phosphate thymidylyltransferase
NC_017941.2,WP_049917482.1,HFX_RS12780,HFX_2145,1329,2512040,2513368,-,protein_coding,nucleotide sugar dehydrogenase
NC_017941.2,WP_004059555.1,HFX_RS12775,HFX_2146,1059,2510982,2512040,-,protein_coding,glycosyltransferase family 2 protein
NC_017941.2,WP_004059556.1,HFX_RS12770,HFX_2147,1026,2509960,2510985,-,protein_coding,DUF354 domain-containing protein
NC_017941.2,WP_004059557.1,HFX_RS12765,HFX_2148,1458,2508506,2509963,-,protein_coding,flippase
NC_017941.2,WP_004059558.1,HFX_RS19190,HFX_2149,1722,2506700,2508421,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059561.1,HFX_RS12750,HFX_2150,1665,2502848,2504512,-,protein_coding,acyl-CoA synthetase
NC_017941.2,WP_049917486.1,HFX_RS12740,HFX_2152,1449,2500735,2502183,+,protein_coding,ArsR family transcriptional regulator
NC_017941.2,WP_014732447.1,HFX_RS12735,HFX_2153,1479,2498860,2500338,-,protein_coding,PAS domain-containing sensor histidine kinase
NC_017941.2,WP_004059565.1,HFX_RS12730,HFX_2154,1569,2497227,2498795,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059567.1,HFX_RS12720,HFX_2155,807,2495415,2496221,+,protein_coding,"phosphonate ABC transporter, permease protein PhnE"
NC_017941.2,WP_004059568.1,HFX_RS12715,HFX_2156,813,2494602,2495414,+,protein_coding,"phosphonate ABC transporter, permease protein PhnE"
NC_017941.2,WP_004059569.1,HFX_RS12710,HFX_2157,795,2493804,2494598,+,protein_coding,phosphonate ABC transporter ATP-binding protein
NC_017941.2,WP_004059570.1,HFX_RS12705,HFX_2158,1098,2492688,2493785,+,protein_coding,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
NC_017941.2,WP_014732450.1,HFX_RS12700,HFX_2159,1248,2491280,2492527,+,protein_coding,DUF4010 domain-containing protein
NC_017941.2,WP_004059572.1,HFX_RS12695,HFX_2160,438,2490591,2491028,-,protein_coding,universal stress protein
NC_017941.2,WP_004059573.1,HFX_RS12690,HFX_2161,720,2489786,2490505,-,protein_coding,transcriptional regulator
NC_017941.2,WP_004059574.1,HFX_RS12685,HFX_2162,1470,2488303,2489772,+,protein_coding,Na+/H+ antiporter NhaC
NC_017941.2,WP_004059575.1,HFX_RS12680,HFX_2163,804,2487153,2487956,-,protein_coding,IclR family transcriptional regulator
NC_017941.2,WP_004059576.1,HFX_RS12675,HFX_2164,1329,2485571,2486899,-,protein_coding,aspartate aminotransferase family protein
NC_017941.2,WP_004059577.1,HFX_RS12670,HFX_2165,267,2485213,2485479,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059578.1,HFX_RS12665,HFX_2166,1020,2483967,2484986,-,protein_coding,NADP-dependent oxidoreductase
NC_017941.2,WP_004059579.1,HFX_RS12660,HFX_2167,567,2483314,2483880,+,protein_coding,TATA-box-binding protein
NC_017941.2,WP_004059580.1,HFX_RS12655,HFX_2168,2541,2480586,2483126,-,protein_coding,chemotaxis protein
NC_017941.2,WP_004059581.1,HFX_RS12650,HFX_2169,696,2479636,2480331,+,protein_coding,"5,6-dimethylbenzimidazole synthase"
NC_017941.2,WP_004059582.1,HFX_RS12645,HFX_2171,918,2478613,2479530,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059583.1,HFX_RS12640,HFX_2172,258,2477908,2478165,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059584.1,HFX_RS12635,HFX_2173,1197,2476630,2477826,+,protein_coding,ABC transporter substrate-binding protein
NC_017941.2,WP_004059585.1,HFX_RS12630,HFX_2174,843,2475613,2476455,+,protein_coding,transcriptional regulator
NC_017941.2,WP_004059586.1,HFX_RS12625,HFX_2175,933,2474460,2475392,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059587.1,HFX_RS12620,HFX_2176,2871,2471178,2474048,-,protein_coding,PAS domain S-box protein
NC_017941.2,WP_004059589.1,HFX_RS12615,HFX_2178,1320,2469590,2470909,-,protein_coding,Glu/Leu/Phe/Val dehydrogenase
NC_017941.2,WP_004059590.1,HFX_RS12610,HFX_2179,234,2469251,2469484,-,protein_coding,DUF2249 domain-containing protein
NC_017941.2,WP_004059591.1,HFX_RS12605,HFX_2180,1368,2467741,2469108,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059592.1,HFX_RS12600,HFX_2181,309,2467360,2467668,-,protein_coding,cupin domain-containing protein
NC_017941.2,WP_004059593.1,HFX_RS12595,HFX_2182,618,2466694,2467311,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059594.1,HFX_RS12590,HFX_2183,1080,2465467,2466546,+,protein_coding,"nitrite reductase, copper-containing"
NC_017941.2,WP_004059595.1,HFX_RS12585,HFX_2184,273,2464937,2465209,+,protein_coding,DUF2249 domain-containing protein
NC_017941.2,WP_004059596.1,HFX_RS12580,HFX_2185,1131,2463593,2464723,-,protein_coding,radical SAM protein
NC_017941.2,WP_004059597.1,HFX_RS12575,HFX_2186,549,2462981,2463529,-,protein_coding,halocyanin domain-containing protein
NC_017941.2,WP_014732722.1,HFX_RS12570,HFX_2187,978,2461604,2462581,-,protein_coding,IS1595 family transposase
NC_017941.2,WP_004059598.1,HFX_RS12565,HFX_2188,2286,2459286,2461571,+,protein_coding,cytochrome b
NC_017941.2,WP_004059599.1,HFX_RS12560,HFX_2189,351,2458815,2459165,-,protein_coding,CGCGG family rSAM-modified RiPP protein
NC_017941.2,WP_004059600.1,HFX_RS12555,HFX_2190,1101,2457630,2458730,+,protein_coding,halocyanin domain-containing protein
NC_017941.2,WP_004059601.1,HFX_RS12550,HFX_2191,642,2456831,2457472,-,protein_coding,bacteriocin
NC_017941.2,WP_004059602.1,HFX_RS12545,HFX_2192,375,2456391,2456765,+,protein_coding,ArsR family transcriptional regulator
NC_017941.2,WP_004059603.1,HFX_RS12540,HFX_2193,1161,2454970,2456130,-,protein_coding,membrane protein
NC_017941.2,WP_004059604.1,HFX_RS12535,HFX_2194,585,2454277,2454861,+,protein_coding,hypothetical protein
NC_017941.2,WP_081603724.1,HFX_RS12530,HFX_2195,1467,2452674,2454140,-,protein_coding,phosphomethylpyrimidine synthase ThiC
NC_017941.2,WP_004059606.1,HFX_RS12525,HFX_2196,423,2452237,2452659,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059607.1,HFX_RS12520,HFX_2197,1035,2451084,2452118,-,protein_coding,sodium:calcium antiporter
NC_017941.2,WP_004059608.1,HFX_RS12515,HFX_2198,882,2450192,2451073,+,protein_coding,universal stress protein
NC_017941.2,WP_004059609.1,HFX_RS12510,HFX_2199,1077,2449033,2450109,+,protein_coding,HlyC/CorC family transporter
NC_017941.2,WP_004059610.1,HFX_RS12505,HFX_2200,876,2447964,2448839,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059611.1,HFX_RS12500,HFX_2201,348,2447460,2447807,-,protein_coding,ArsR family transcriptional regulator
NC_017941.2,WP_004059612.1,HFX_RS12495,HFX_2202,330,2447131,2447460,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059613.1,HFX_RS12490,HFX_2203,738,2446192,2446929,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059614.1,HFX_RS12485,HFX_2204,840,2445049,2445888,-,protein_coding,CPBP family intramembrane metalloprotease
NC_017941.2,WP_004059615.1,HFX_RS12480,HFX_2205,588,2444205,2444792,-,protein_coding,transcriptional regulator
NC_017941.2,WP_004059616.1,HFX_RS12475,HFX_2206,243,2443820,2444062,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059617.1,HFX_RS12470,HFX_2207,2490,2441338,2443827,-,protein_coding,dimethylsulfoxide reductase
NC_017941.2,WP_004059618.1,HFX_RS12465,HFX_2208,249,2440753,2441001,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059619.1,HFX_RS12460,HFX_2209,2493,2438274,2440766,-,protein_coding,dimethylsulfoxide reductase
NC_017941.2,WP_004059620.1,HFX_RS12455,HFX_2210,822,2437450,2438271,-,protein_coding,4Fe-4S dicluster domain-containing protein
NC_017941.2,WP_004059621.1,HFX_RS12450,HFX_2211,1350,2436101,2437450,-,protein_coding,molybdopterin oxidoreductase
NC_017941.2,WP_004059622.1,HFX_RS12445,HFX_2212,603,2435502,2436104,-,protein_coding,chaperone TorD
NC_017941.2,WP_014732457.1,HFX_RS12440,HFX_2213,351,2435097,2435447,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059624.1,HFX_RS12435,HFX_2214,417,2434488,2434904,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059625.1,HFX_RS12430,HFX_2215,651,2433831,2434481,-,protein_coding,molybdenum cofactor guanylyltransferase
NC_017941.2,WP_004059626.1,HFX_RS12425,HFX_2216,897,2432938,2433834,-,protein_coding,ABC transporter substrate-binding protein
NC_017941.2,WP_004059627.1,HFX_RS12420,HFX_2217,810,2432148,2432957,-,protein_coding,sulfate ABC transporter permease
NC_017941.2,WP_004059628.1,HFX_RS12415,HFX_2218,2253,2429445,2431697,+,protein_coding,NADP-dependent malic enzyme
NC_017941.2,WP_014732459.1,HFX_RS12410,HFX_2219,210,2428936,2429145,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059630.1,HFX_RS12405,HFX_2220,6681,2421679,2428359,-,protein_coding,PGF-CTERM sorting domain-containing protein
NC_017941.2,WP_004059631.1,HFX_RS12400,HFX_2221,1050,2420492,2421541,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059632.1,HFX_RS12395,HFX_2222,750,2419527,2420276,-,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004059633.1,HFX_RS12390,HFX_2223,1242,2418293,2419534,-,protein_coding,ABC transporter permease
NC_017941.2,WP_004059634.1,HFX_RS12385,HFX_2224,1257,2417044,2418300,-,protein_coding,ABC transporter permease
NC_017941.2,WP_004059635.1,HFX_RS12380,HFX_2225,276,2416672,2416947,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059636.1,HFX_RS12375,HFX_2226,909,2415763,2416671,-,protein_coding,DUF4350 domain-containing protein
NC_017941.2,WP_004059637.1,HFX_RS12370,HFX_2227,987,2414654,2415640,-,protein_coding,MoxR family ATPase
NC_017941.2,WP_004059638.1,HFX_RS12365,HFX_2228,1011,2413619,2414629,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059640.1,HFX_RS12355,HFX_2230,1431,2411682,2413112,+,protein_coding,DUF58 domain-containing protein
NC_017941.2,WP_004059641.1,HFX_RS12350,HFX_2231,2067,2409292,2411358,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059642.1,HFX_RS12345,HFX_2232,1002,2408258,2409259,-,protein_coding,DUF1616 domain-containing protein
NC_017941.2,WP_004059643.1,HFX_RS12340,HFX_2233,645,2407362,2408006,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059644.1,HFX_RS12335,HFX_2234,1962,2405374,2407335,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059645.1,HFX_RS12330,HFX_2235,318,2404750,2405067,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059646.1,HFX_RS12325,HFX_2236,279,2404189,2404467,-,protein_coding,MoaD/ThiS family protein
NC_017941.2,WP_004059647.1,HFX_RS12320,HFX_2237,258,2403930,2404187,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059648.1,HFX_RS12315,HFX_2238,435,2403492,2403926,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059649.1,HFX_RS12310,HFX_2240,696,2400534,2401229,-,protein_coding,branched-chain amino acid ABC transporter permease
NC_017941.2,WP_004059650.1,HFX_RS12305,HFX_2241,339,2400195,2400533,-,protein_coding,AzlD domain-containing protein
NC_017941.2,WP_004059651.1,HFX_RS12300,HFX_2242,1938,2398145,2400082,+,protein_coding,aldehyde ferredoxin oxidoreductase
NC_017941.2,WP_004059652.1,HFX_RS12295,HFX_2243,1113,2396906,2398018,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059653.1,HFX_RS12290,HFX_2244,1083,2395686,2396768,-,protein_coding,TIGR01210 family radical SAM protein
NC_017941.2,WP_004059655.1,HFX_RS12285,HFX_2246,675,2394584,2395258,+,protein_coding,phosphoribosylformylglycinamidine synthase I
NC_017941.2,WP_004059656.1,HFX_RS12280,HFX_2247,252,2394331,2394582,+,protein_coding,"phosphoribosylformylglycinamidine synthase, purS protein"
NC_017941.2,WP_004059657.1,HFX_RS12275,HFX_2248,1395,2392616,2394010,-,protein_coding,gluconate transporter
NC_017941.2,WP_004059658.1,HFX_RS12270,HFX_2249,987,2391491,2392477,-,protein_coding,formyltetrahydrofolate deformylase
NC_017941.2,WP_004059659.1,HFX_RS12265,HFX_2250,1233,2390112,2391344,+,protein_coding,PQQ repeat-containing protein
NC_017941.2,WP_004059660.1,HFX_RS12260,HFX_2251,1020,2388998,2390017,+,protein_coding,phosphoribosylaminoimidazolesuccinocarboxamide synthase
NC_017941.2,WP_004059661.1,HFX_RS12255,HFX_2252,759,2388102,2388860,-,protein_coding,NAD-dependent protein deacylase
NC_017941.2,WP_004059662.1,HFX_RS12250,HFX_2253,426,2387635,2388060,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059663.1,HFX_RS12245,HFX_2254,1368,2386156,2387523,-,protein_coding,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH"
NC_017941.2,WP_014732464.1,HFX_RS12240,HFX_2255,549,2385606,2386154,-,protein_coding,metal-dependent hydrolase
NC_017941.2,WP_004059665.1,HFX_RS12235,HFX_2257,582,2384845,2385426,-,protein_coding,hypothetical protein
NC_017941.2,WP_004059666.1,HFX_RS12230,HFX_2258,1188,2383625,2384812,+,protein_coding,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG"
NC_017941.2,WP_004059667.1,HFX_RS12225,HFX_2259,615,2382717,2383331,+,protein_coding,2-phospho-L-lactate guanylyltransferase
NC_017941.2,WP_004059668.1,HFX_RS12220,HFX_2260,795,2381916,2382710,+,protein_coding,hypothetical protein
NC_017941.2,WP_014732467.1,HFX_RS12215,HFX_2261,1176,2380772,2381947,+,protein_coding,cell division protein
NC_017941.2,WP_004059670.1,HFX_RS12210,HFX_2262,906,2379643,2380548,+,protein_coding,complex I NDUFA9 subunit family protein
NC_017941.2,WP_004059671.1,HFX_RS12205,HFX_2263,252,2379249,2379500,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059672.1,HFX_RS12200,HFX_2264,594,2378582,2379175,-,protein_coding,dTMP kinase
NC_017941.2,WP_004059674.1,HFX_RS12195,HFX_2265,321,2377703,2378023,+,protein_coding,hypothetical protein
NC_017941.2,WP_004059675.1,HFX_RS12190,HFX_2266,1047,2376507,2377553,-,protein_coding,2-oxo acid dehydrogenase
NC_017941.2,WP_004059676.1,HFX_RS12185,HFX_2267,234,2376108,2376341,+,protein_coding,AsnC family transcriptional regulator
NC_017941.2,WP_004059677.1,HFX_RS12180,HFX_2268,684,2375316,2375999,-,protein_coding,TrkA family potassium uptake protein
